OBS,PRO,Lats,Latitude,Longitude,jan_max,july_min,prec,evap,soil,wind
AGRY2011803,PRMUND,33.914,-33.914,23.4435,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011804,PRMUND,33.90766667,-33.90766667,23.44466667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011806,PRMUND,33.9085,-33.9085,23.45666667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011808,PRMUND,33.912,-33.912,23.46716667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011809,PRMUND,33.9095,-33.9095,23.47116667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011810,PRMUND,33.90766667,-33.90766667,23.47666667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011811,PRMUND,33.90266667,-33.90266667,23.48716667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011813,PRMUND,33.89316667,-33.89316667,23.4895,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011833,PRMUND,33.85633333,-33.85633333,23.58383333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011834,PRMUND,33.86133333,-33.86133333,23.58383333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011836,PRMUND,33.84816667,-33.84816667,23.55433333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011837,PRMUND,33.84416667,-33.84416667,23.55266667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011838,PRMUND,33.83933333,-33.83933333,23.55,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011839,PRMUND,33.837,-33.837,23.54883333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011840,PRMUND,33.869,-33.869,23.49533333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011903,PRMUND,33.93733333,-33.93733333,23.61083333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011904,PRMUND,33.93733333,-33.93733333,23.60583333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011909,PRMUND,33.93783333,-33.93783333,23.57833333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011910,PRMUND,33.938,-33.938,23.57333333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011913,PRMUND,33.93833333,-33.93833333,23.5555,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011914,PRMUND,33.93733333,-33.93733333,23.5505,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011915,PRMUND,33.93566667,-33.93566667,23.54516667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011916,PRMUND,33.93283333,-33.93283333,23.54133333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011917,PRMUND,33.9325,-33.9325,23.536,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011918,PRMUND,33.93283333,-33.93283333,23.5305,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011919,PRMUND,33.93333333,-33.93333333,23.525,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011920,PRMUND,33.93416667,-33.93416667,23.5195,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011921,PRMUND,33.93483333,-33.93483333,23.514,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011922,PRMUND,33.93483333,-33.93483333,23.5075,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011924,PRMUND,33.93383333,-33.93383333,23.49833333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011930,PRMUND,33.95183333,-33.95183333,23.514,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011931,PRMUND,33.95633333,-33.95633333,23.515,29.69,8.42,390.23,0.17,0.44,2.8
MAJY2013003,PRMUND,34.3325,-34.3325,18.88766667,24.48,10.17,474.61,0.22,0.42,3.61
MAJY2013004,PRMUND,34.33333333,-34.33333333,18.892,24.48,10.17,474.61,0.22,0.42,3.61
DOAY2030707,PRMUND,33.88416667,-33.88416667,23.493,29.69,8.42,390.23,0.17,0.44,2.8
DOAY2030710,PRMUND,33.8915,-33.8915,23.5025,29.69,8.42,390.23,0.17,0.44,2.8
DOAY2030711,PRMUND,33.89316667,-33.89316667,23.49416667,29.69,8.42,390.23,0.17,0.44,2.8
DOAY2030712,PRMUND,33.89933333,-33.89933333,23.492,29.69,8.42,390.23,0.17,0.44,2.8
DOAY2030713,PRMUND,33.904,-33.904,23.48383333,29.69,8.42,390.23,0.17,0.44,2.8
DOAY2030714,PRMUND,33.9095,-33.9095,23.46833333,29.69,8.42,390.23,0.17,0.44,2.8
DOAY2030716,PRMUND,33.90633333,-33.90633333,23.45266667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011314,PRMUND,33.968,-33.968,23.88916667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2081108,PRMUND,33.827,-33.827,22.65283333,30.83,7.26,348.05,0.08,0.43,2.07
AGRY2081101,PRMUND,34.07183333,-34.07183333,23.24416667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY2081102,PRMUND,33.9365,-33.9365,23.53233333,29.69,8.42,390.23,0.17,0.44,2.8
AWA95072405,PRMUND,33.922,-33.922,23.14833333,31.46,6.64,369.14,0.1,0.43,1.43
RHEY3080601,PRMUND,33.6485,-33.6485,24.8505,42.57,2.58,511.52,0.16,0.41,3.06
MCGY2113001,PRMUND,33.898,-33.898,25.25533333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY3011402,PRMUND,33.907,-33.907,23.4795,29.69,8.42,390.23,0.17,0.44,2.8
AGRY4021809,PRMUND,34.39766667,-34.39766667,19.2895,29.51,6.87,363.87,0.14,0.41,3.67
AGRY2111907,PRMUND,33.98733333,-33.98733333,24.24683333,35.12,6.64,427.15,0.16,0.44,2.84
AGRY2111908,PRMUND,33.97633333,-33.97633333,24.25383333,35.12,6.64,427.15,0.16,0.44,2.84
AGRY2111909,PRMUND,33.9725,-33.9725,24.25533333,35.12,6.64,427.15,0.16,0.44,2.84
AGRY2111910,PRMUND,33.96616667,-33.96616667,24.26233333,35.12,6.64,427.15,0.16,0.44,2.84
AGRY2111911,PRMUND,33.9595,-33.9595,24.2705,35.12,6.64,427.15,0.16,0.44,2.84
AGRY2112126,PRMUND,33.6955,-33.6955,24.1275,42.04,0.54,453.52,0.14,0.44,3.92
AGRY2112127,PRMUND,33.696,-33.696,24.1205,42.04,0.54,453.52,0.14,0.44,3.92
AGRY3011508,PRMUND,33.89633333,-33.89633333,23.07633333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY3011510,PRMUND,33.91466667,-33.91466667,23.07116667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY2111905,PRMUND,33.98916667,-33.98916667,24.242,35.12,6.64,427.15,0.16,0.44,2.84
AMMY2111906,PRMUND,33.98016667,-33.98016667,24.25133333,35.12,6.64,427.15,0.16,0.44,2.84
AMMY2111907,PRMUND,33.969,-33.969,24.25916667,35.12,6.64,427.15,0.16,0.44,2.84
AMMY2111908,PRMUND,33.963,-33.963,24.26616667,35.12,6.64,427.15,0.16,0.44,2.84
